inst_name,plz,ror_id,dfg_inst_id,federal_state
Institut für Qualität und Wirtschaftlichkeit im Gesundheitswesen (IQWiG),50670,02qz3vm75,12938474,Nordrhein-Westfalen
Frankfurt Institute for Advanced Studies (FIAS),60438,05vmv8m79,13029287,Hessen
GFaI - Gesellschaft zur Förderung angewandter Informatik e.V.,12489,,13143045,Berlin
Technologie-Transfer-Zentrum Bremerhaven (ttz Bremerhaven),27572,04ky74j22,13287416,Bremen
Arbeitskreis Wildbiologie an der Justus-Liebig-Universität Gießen e.V.,35392,,13409662,Hessen
Mainzer Medieninstitut e.V.,55128,,13410612,Rheinland-Pfalz
Autismus Ostwestfalen-Lippe e.V.,33607,,13552854,Nordrhein-Westfalen
Institut für Designforschung,26129,,13696904,Niedersachsen
Institut für Gerontologische Forschung e.V.,10115,05e30np90,14004467,Berlin
Beckmann-Institut für Technologieentwicklung e.V.,09111,00e8pgs50,14249950,Sachsen
Max Weber Stiftung - Deutsche Geisteswissenschaftliche Institute im Ausland,53173,02esxtn62,14371882,Nordrhein-Westfalen
Berliner Elektronenspeicherring - Gesellschaft für Synchrotronstrahlung mbH,12489,02aj13c28,14433919,Berlin
Endokrinologikum Frankfurt,60596,,14434224,Hessen
Institut für Fortpflanzung landwirtschaftlicher Nutztiere Schönow e.V.,16321,,14476044,Brandenburg
Jean-Uhrmacher-Institut für klinische HNO-Forschung,50931,,14537492,Nordrhein-Westfalen
Hochschule des Bundes für öffentliche Verwaltung,50321,03t7d6q88,14720997,Nordrhein-Westfalen
Schweißtechnische Lehr- und Versuchsanstalt,80636,033wye414,14946730,Bayern
Institut für regionale Innovation und Sozialforschung - IRIS e.V.,72072,,14987841,Baden-Württemberg
Joseph Haydn-Institut,50670,01tzaf675,15109361,Nordrhein-Westfalen
Institut für Angewandte Wirtschaftsforschung (IAW),72072,013wyvt46,15131018,Baden-Württemberg
Schweißtechnische Lehr- und Versuchsanstalt Mecklenburg-Vorpommern GmbH,18069,,15786040,Mecklenburg-Vorpommern
Dechenhöhle und Höhlenkundemuseum,58644,,15787653,Nordrhein-Westfalen
Kunststoff-Zentrum in Leipzig gGmbH,04229,,15887470,Sachsen
Institut für Luft- und Kältetechnik (ILK),01309,,15969430,Sachsen
Max Bergmann Zentrum für Biomaterialien,01069,01t4pzq33,16032300,Sachsen
Institut für Staatskirchenrecht der Diözesen Deutschlands,53111,,16462465,Nordrhein-Westfalen
Umweltbundesamt (UBA),06844,0329ynx05,17443944,Sachsen-Anhalt
Gustav-Stresemann-Institut e.V. (GSI),53175,04c83st90,17669874,Nordrhein-Westfalen
fzmb GmbH - Forschungszentrum für Medizintechnik und Biotechnologie,99947,01pv48e96,17855173,Thüringen
Institut für Medienforschung und Urbanistik (IMU),70176,005ev0c40,20685744,Baden-Württemberg
Hamburger Institut für Sozialforschung,20148,03ec28972,20685854,Hamburg
Studiengesellschaft für Tunnel und Verkehrsanlagen e.V. - STUVA -,50827,0387p5v08,20685962,Nordrhein-Westfalen
Landesbetrieb Hessisches Landeslabor (LHL),35392,,20687230,Hessen
Wilhelm-Ostwald-Gesellschaft zu Großbothen e.V.,04668,,20692520,Sachsen
Staatsinstitut für Frühpädagogik (IFP),80797,02hapf869,20699618,Bayern
"Universitätsklinikum Gießen und Marburg (UKGM), Standort Marburg",35043,032nzv584,20703790,Hessen
Niedersächsisches Institut für Sportgeschichte e.V. (NISH),30169,,20707274,Niedersachsen
Institut für Ernährungspsychologie,37073,,20710102,Niedersachsen
Bayerisches Staatsinstitut für Hochschulforschung und Hochschulplanung,80636,05edmmt93,20713178,Bayern
Stadt- und Kreisarchäologie Osnabrück,49082,,20713294,Niedersachsen
Landesforschungsanstalt für Landwirtschaft und Fischerei Mecklenburg Vorpommern,18276,00s21eg45,20714914,Mecklenburg-Vorpommern
Bayerische Landesanstalt für Wald- und Forstwirtschaft,85354,038rpgw61,20715944,Bayern
VDEh-Betriebsforschungsinstitut (BFI) GmbH,40237,01y07bp24,20717398,Nordrhein-Westfalen
Bibliotheca Augustiniana  Forschungsbibliothek der Deutschen Augustiner,97070,05e3g0s87,20721700,Bayern
Institut für Sozialökonomische Strukturanalysen (SÖSTRA) GmbH,10115,,20721872,Berlin
WITEGA Laboratorien Berlin-Adlershof GmbH,12489,,20726470,Berlin
Fraunhofer-Institut für Mikrosysteme und Festkörper-Technologien (EMFT),80686,02hm5m482,20726528,Bayern
Sächsisches Textilforschungsinstitut e.V.,09125,04vbenz24,20727382,Sachsen
Gesellschaft für Antiziganismusforschung e.V.,35005,,20735530,Hessen
LWL-Institut für westfälische Regionalgeschichte,48147,,20739696,Nordrhein-Westfalen
ICM - Institut Chemnitzer Maschinen- und Anlagenbau e.V.,09117,05dad0z78,20741708,Sachsen
Institut für Angewandte Trainingswissenschaft e.V.,04109,02rmvby88,20745222,Sachsen
Hochschule für Polizei Baden-Württemberg,78054,055s1wn27,20748138,Baden-Württemberg
ILS - Institut für Landes- und Stadtentwicklungsforschung gGmbH,44135,02cyskn39,20748326,Nordrhein-Westfalen
Europäisches Institut für Energieforschung,76131,04d5k5771,20748886,Baden-Württemberg
Kleist-Gedenk- und Forschungsstätte e.V.,15230,,20749496,Brandenburg
Duisburger Institut für Sprach- und Sozialforschung,47051,,20750740,Nordrhein-Westfalen
Leibniz-Zentrum Allgemeine Sprachwissenschaft (ZAS),10719,03wz9xk91,20751708,Berlin
Institut für Europäische Politik Jean-Monnet-Haus,10717,05jye0b93,20752292,Berlin
Forschungsinstitut für Bildungs- und Sozialökonomie (FIBS),10117,00hkvk052,20755324,Berlin
Union der Deutschen Akademien der Wissenschaften,55131,04bvdz568,20761362,Rheinland-Pfalz
Professor Hellriegel Institut e.V. Bernburg  - Institut an der Hochschule Anhalt (FH),06406,01mwqr173,20763296,Sachsen-Anhalt
Fraunhofer-Institut für Software- und Systemtechnik (ISST),44147,058kjq542,20765480,Nordrhein-Westfalen
Albertus-Magnus-Institut Bonn,53111,05ssg5j36,20767274,Nordrhein-Westfalen
Stiftung Kompetenzzentrum Obstbau Bodensee,88213,,20768578,Baden-Württemberg
Kompetenzzentrum Maschinenbau Chemnitz/Sachsen e.V.,09126,,20770216,Sachsen
Missionswissenschaftliches Institut Missio e.V.,52064,,20770540,Nordrhein-Westfalen
Sportmedizinisches Institut Frankfurt am Main e.V.,60528,0084rd854,20773222,Hessen
Fraunhofer-Institut für Hochfrequenzphysik und Radartechnik (FHR),53343,00a6rw165,20774582,Nordrhein-Westfalen
Institut für Therapieforschung,80804,05dfnrn76,20775724,Bayern
BDG-Service GmbH,40549,,20775878,Nordrhein-Westfalen
Bundesinstitut für Risikobewertung (BfR),10589,03k3ky186,20777634,Berlin
I.F.I. Institut für Industrieaerodynamik GmbH an der Fachhochschule Aachen,52074,03ej9s373,20777744,Nordrhein-Westfalen
Forschungsvereinigung Verbrennungskraftmaschinen e.V.,60528,02prq1a68,20780772,Hessen
Hertie School,10117,0473a4773,20887065,Berlin
Hochschule der Sächsischen Polizei (FH),02929,01qjbb734,20928150,Sachsen
Fraunhofer-Pilotanlagenzentrum für Polymersynthese und -verarbeitung (PAZ),06258,,21993283,Sachsen-Anhalt
Telekom Innovation Laboratories,10587,,22544460,Berlin
Institut für Radiobiologie der Bundeswehr München,80937,00qay8a95,22769673,Bayern
Rostocker Zentrum zur Erforschung des Demografischen Wandels,18057,,22974608,Mecklenburg-Vorpommern
RLP AgroScience GmbH,67435,04j6cwd10,23077421,Rheinland-Pfalz
Institut zur Qualitätsentwicklung im Bildungswesen,10117,,23242419,Berlin
Neue Materialien Fürth GmbH,90762,,24060995,Bayern
Gas- und Wärme-Institut Essen e.V. (GWI),45356,05fea9w83,24121538,Nordrhein-Westfalen
Europäische Forschungsgesellschaft für Blechverarbeitung e.V.,30559,,26476546,Niedersachsen
CiS Forschungsinstitut für Mikrosensorik GmbH,99099,01hmrqc81,28033191,Thüringen
"MISS, Munich Institute of Social Sciences",80796,,28320499,Bayern
HafenCity Universität Hamburg (HCU),20457,01fzsd381,28402979,Hamburg
Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit,91058,04bqwzd17,29897119,Bayern
Institut für kulturelle Infrastruktur Sachsen,02828,,30163005,Sachsen
Nationalpark Hainich,99947,,30347572,Thüringen
BFSV Verpackungsinstitut Hamburg GmbH,21033,,30512382,Hamburg
Tumorzentrum Regensburg e.V.,93053,,30700694,Bayern
Institut für Qualitative Forschung,14195,,30758048,Berlin
HIS Hochschul-Informations-System eG,30159,0306mex37,31906524,Niedersachsen
Touro College Berlin,14055,,32213125,Berlin
Max-Planck-Institut für Softwaresysteme,67663,02pe2kf23,32336325,Rheinland-Pfalz
Grimme-Institut,45768,00mv0zs85,33872777,Nordrhein-Westfalen
Hessische Theaterakademie,60322,,33996649,Hessen
Fraunhofer USA - Center for Laser Technology,,,34057140,
Institut für Unternehmenskybernetik e.V.,52068,001g2x261,34158844,Nordrhein-Westfalen
Bundesanstalt für Landwirtschaft und Ernährung (BLE),53179,01526pb12,34877024,Nordrhein-Westfalen
Institut für Informationsmanagement Bremen GmbH (ifib),28359,01zqypb88,36228721,Bremen
Internationales Institut für Staats- und Europawissenschaften GmbH,14129,,36493972,Berlin
Hamburg Media School,22081,,37046405,Hamburg
Landschaftsforschungszentrum e.V. (LFZ),01277,,38682884,Sachsen
Zentrum für BrennstoffzellenTechnik ZBT,47057,03tx9kw79,38888245,Nordrhein-Westfalen
Fraunhofer-Institut für Intelligente Analyse- und Informationssysteme (IAIS),53757,04nc32781,39031799,Nordrhein-Westfalen
Öko-Institut e.V.,79100,005p0t446,39317645,Baden-Württemberg
TFI - Institut für Bodensysteme an der RWTH Aachen e.V.,52068,,39317734,Nordrhein-Westfalen
INASEA -Institut für nachhaltige Aktivitäten auf See- GmbH,28355,,40219394,Bremen
DIALOGIK gemeinnützige Gesellschaft für Kommunikations- und Kooperationsforschung mbH,70176,05n8xke20,42328329,Baden-Württemberg
Institut für Schulqualität der Länder Berlin und Brandenburg (ISQ) e.V,14195,,43332407,Berlin
Filmakademie Baden-Württemberg,71638,,44192064,Baden-Württemberg
Institute of Electronic Business e.V. (IEB),10623,0029pc197,46772249,Berlin
Kulturwissenschaftliches Institut Essen (KWI),45128,01z1qnm06,47674317,Nordrhein-Westfalen
Hamburgisches WeltWirtschaftsInstitut gGmbH (HWWI),20459,037ydha73,48637218,Hamburg
Fraunhofer-Institut für Zelltherapie und Immunologie (IZI),04103,04x45f476,50950707,Sachsen
TWINCORE Zentrum für Experimentelle und Klinische Infektionsforschung GmbH,30625,04bya8j72,51523637,Niedersachsen
Staatliches Weinbauinstitut Freiburg,79100,04s3f1024,52077299,Baden-Württemberg
Salus Institut für Trendforschung und Therapieevaluation in Mental Health,39112,,52404244,Sachsen-Anhalt
GEO-Zentrum an der KTB,92670,,53695272,Bayern
Stiftung Institut für Herzinfarktforschung,67063,0213d4b59,55089128,Rheinland-Pfalz
Institut für klinische Forschung und Entwicklung GmbH,10437,02z95d405,55477783,Berlin
ICI Kulturlabor Berlin,10119,01fcbp662,55641922,Berlin
Fraunhofer-Institut für Windenergiesysteme (IWES),27572,02phevt59,56009988,Bremen
Institut der deutschen Wirtschaft Köln e.V.,50668,01a2z2x66,56010533,Nordrhein-Westfalen
Institute for Business Litigation,79098,,56030873,Baden-Württemberg
European School of Management and Technology Berlin,10178,024xejm70,57402613,Berlin
DIU - Dresden International University,01067,01t4pxy10,58141206,Sachsen
Gesellschaft für innovative Sozialforschung und Sozialplanung e.V.,28203,,62605136,Bremen
"Fraunhofer-Institut für Kommunikation, Informationsverarbeitung und Ergonomie (FKIE)",53343,05nn0gw40,63894553,Nordrhein-Westfalen
Institut für Pathologie Prof. Dr. Klaus Richter,30175,,64837463,Niedersachsen
Institut für Mikrobiologie der Bundeswehr,80937,,66126883,Bayern
Globales Allgemeines Politik-Institut,10117,,68506358,Berlin
Chemisches und Veterinäruntersuchungsamt Stuttgart (CUVA),70736,,72885656,Baden-Württemberg
Institut für Sicherheitstechnik / Schiffssicherheit e.V. (ISV),18119,001p6v129,72906706,Mecklenburg-Vorpommern
wfk - Forschungsinstitut für Reinigungstechnologie e.V.,47807,,73480061,Nordrhein-Westfalen
Bremer Centrum für Mechatronik (BCM),28359,,74484400,Bremen
Duale Hochschule Gera-Eisenach (DHGE),07546,03t7jd518,76777274,Thüringen
"Johann Heinrich von Thünen-Institut - Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei",38116,00mr84n67,77309555,Niedersachsen
Europäisches Zentrum für Minderheitenfragen (ECMI),24939,05ver4491,79930859,Schleswig-Holstein
Generaldirektion Kulturelles Erbe Rheinland-Pfalz,55116,03mpa3n40,81160129,Rheinland-Pfalz
Alanus Hochschule für Kunst und Gesellschaft Alfter,53347,01w0fb867,83596856,Nordrhein-Westfalen
Fraunhofer-Zentrum für Internationales Management und Wissensökonomie (IMW),04109,03h61ra63,84825200,Sachsen
Institut für Managementforschung Köln e.V.,50678,,85563328,Nordrhein-Westfalen
Internationales Forschungszentrum für Erneuerbare Energien e.V.,31275,,86443474,Niedersachsen
Berlin-Institut für Bevölkerung und Entwicklung,10627,022dv3188,87734090,Berlin
Neue Materialien Bayreuth GmbH,95447,,89105620,Bayern
Deutsche Hochschule der Polizei,48165,01h7vw195,101209492,Nordrhein-Westfalen
DITSL GmbH - Deutsches Institut für Tropische und Subtropische Landwirtschaft,37213,04csgyf07,102193612,Hessen
ArtSet Institut für kritische Sozialforschung und Bildungsarbeit e.V.,30163,,102193694,Niedersachsen
ifeu - Institut für Energie- und Umweltforschung Heidelberg GmbH,69120,04701b233,103360261,Baden-Württemberg
Bundesinstitut für Öffentliche Gesundheit (BIÖG),50825,054c9y537,107422326,Nordrhein-Westfalen
Zentrum für Sportmedizin der Bundeswehr (ZSportMedBw),48231,,107539810,Nordrhein-Westfalen
Zentrum für Luft- und Raumfahrtmedizin der Luftwaffe,51147,,107560103,Nordrhein-Westfalen
Zentrum für Geoinformationswesen der Bundeswehr,53879,,107560903,Nordrhein-Westfalen
Deutsches Biomasseforschungszentrum (DBFZ),04347,008qpg558,107641902,Sachsen
Akademie der Wissenschaften in Hamburg,20146,01rd01t06,107889613,Hamburg
acatech - Deutsche Akademie der Technikwissenschaften e.V.,80333,039jwf091,107929105,Bayern
Max-Planck-Institut für Biologie des Alterns,50931,04xx1tc24,108072023,Nordrhein-Westfalen
Fraunhofer-Einrichtung für Großstrukturen in der Produktionstechnik (IGP),18059,03tevfg71,108871038,Mecklenburg-Vorpommern
Fraunhofer-Einrichtung für Individualisierte und Zellbasierte Medizintechnik (IMTE),23562,039c0bt50,108891226,Schleswig-Holstein
Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg,93059,,110652433,Bayern
Zeiss Planetarium Bochum,44791,027zp1m72,113541050,Nordrhein-Westfalen
Deutsches Notarinstitut (DNotl),97070,,114974560,Bayern
Deutsche Forschungsgesellschaft für Oberflächenbehandlung e.V.,41460,,123985124,Nordrhein-Westfalen
imug Institut für Markt-Umwelt-Gesellschaft e.V.,30169,,125214472,Niedersachsen
Max-Planck-Institut für die Physik des Lichts,91058,020as7681,140391645,Bayern
Freiburger Forschungsstelle Arbeits- und Sozialmedizin,79098,,142809065,Baden-Württemberg
International Union of Radio Science  U.R.S.I. Landesausschuss in der Bundesrepublik Deutschland,24143,03esfes81,143238290,Schleswig-Holstein
International Mathematical Union (IMU),10117,05rg3k287,144774490,Berlin
GESIS - Leibniz-Institut für Sozialwissenschaften,68159,018afyw53,145000415,Baden-Württemberg
Kuratorium für die Tagungen der Nobelpreisträger in Lindau e.V.,88131,,145021823,Bayern
International Union of Geodesy and Geophysics (IUGG),14473,01jachm79,146801991,Brandenburg
Forschungsinstitut Kinderkrebs-Zentrum Hamburg gGmbH,20251,021924r89,149137371,Hamburg
Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE),53127,043j0f473,152147264,Nordrhein-Westfalen
European Human Embryonic Stem Cell Registry - hESCreg,13353,,153152278,Berlin
Fogra Forschungsinstitut für Medientechnologien e.V.,85609,,160035231,Bayern
Zentrum für Historische Forschung,13156,,163863457,Berlin
Niedersächsisches Institut für frühkindliche Bildung und Entwicklung (nifbe),49080,028j9tc52,164272922,Niedersachsen
Fraunhofer-Institut für Elektronische Nanosysteme (ENAS),09126,02h12bg79,165156373,Sachsen
Karlsruher Institut für Technologie (KIT),76131,04t3en479,169579332,Baden-Württemberg
IfG.CC The Institute for eGovernment - Competence Center,14467,05ymeqj18,172867550,Brandenburg
Bauhaus Luftfahrt e.V.,82024,01xjsv217,173504536,Bayern
GBG Forschungs GmbH,63263,03c8hnh70,174329469,Hessen
Nanoelectronics Materials Laboratory (NaMLab),01187,028070c57,175042061,Sachsen
Freie Theologische Hochschule Gießen (FTH),35394,03kzgcv48,175228807,Hessen
Kompetenzzentrum Fluoreszente Bioanalytik (KFB),93053,,178832825,Bayern
JFF - Jugend Film Fernsehen e.V,81539,01b4nv045,181630745,Bayern
Hochschule Macromedia,80335,03czk8k96,182563687,Bayern
Kueser Akademie für Europäische Geistesgeschichte e.V.,54470,,184839603,Rheinland-Pfalz
"Bundesamt für Ausrüstung, Informationstechnik und Nutzung der Bundeswehr",56073,026sbm463,186881372,Rheinland-Pfalz
Zentrum für Augustinusforschung,97070,,188912003,Bayern
Hochschule Rhein-Waal,47533,04wdt0z89,189611034,Nordrhein-Westfalen
Cetex Institut gGmbH,09120,03chegm58,190451611,Sachsen
Landesarchäologie Bremen,28195,,192029070,Bremen
EBZ Business School Bochum,44795,01v0c1y10,192340854,Nordrhein-Westfalen
Hochschule Hamm-Lippstadt,59557,001rdde17,192625029,Nordrhein-Westfalen
Heidelberger Institut für angewandte Informatik (HIAI),69123,,192636152,Baden-Württemberg
Theologische Hochschule Reutlingen,72762,,192772381,Baden-Württemberg
Duale Hochschule Baden-Württemberg (DHBW),79539,02xdzy536,192895125,Baden-Württemberg
European X-Ray Free-Electron Laser Facility (XFEL) GmbH,22869,01wp2jz98,194443589,Schleswig-Holstein
Zentrum für Telemann-Pflege und -Forschung Magdeburg,39104,,194658053,Sachsen-Anhalt
Fraunhofer-Center für Silizium-Photovoltaik CSP,06120,04wwmh526,194678615,Sachsen-Anhalt
Comprehensive Pneumology Center,81377,,195178536,Bayern
Fachhochschule für Sport und Management Potsdam,14471,,195374763,Brandenburg
Hochschule Weserbergland,31785,0367m1n91,195374963,Niedersachsen
CBS Cologne Business School GmbH,50996,05w6fhk97,195380829,Nordrhein-Westfalen
Hahn-Schickard-Gesellschaft für angewandte Forschung e.V.,78052,02reezy47,195699230,Baden-Württemberg
Pneumologisches Forschungsinstitut,22927,,196959739,Schleswig-Holstein
IISI - Internationales Institut für Sozio-Informatik,53111,01kcsv364,197366160,Nordrhein-Westfalen
Brand University of Applied Sciences Hamburg,22765,,197680568,Hamburg
MSH Medical School Hamburg - University of Applied Sciences and Medical University,20457,006thab72,197690317,Hamburg
"HMKW Hochschule für Medien, Kommunikation und Wirtschaft",13355,00jbwpt44,197695264,Berlin
CVJM-Hochschule Kassel,34131,05dbw7b97,197717576,Hessen
BSP Business School Berlin,12247,017bbsh25,197857576,Berlin
Hochschule Ruhr West (HRW),45479,02nkxrq89,197934735,Nordrhein-Westfalen
Akademie der Polizei Hamburg,22297,05tn39y33,198255455,Hamburg
Deutsche Hochschule für Prävention und Gesundheitsmanagement,66123,047h65335,198262311,Saarland
Theologische Hochschule Elstal,14641,,198263865,Brandenburg
IB Hochschule für Gesundheit und Soziales,13509,0530gbs37,198264712,Berlin
Ernst Strüngmann Institut (ESI) for Neuroscience in Cooperation with Max Planck Society,60528,00ygt2y02,198270796,Hessen
bbw Hochschule - University of Applied Sciences Berlin,10625,03afcx965,198280239,Berlin
Institut für Security und Safety (ISS),14469,,198313721,Brandenburg
DHGS Deutsche Hochschule für Gesundheit und Sport,10367,,198351957,Berlin
Hochschule der Bundesagentur für Arbeit (HdBA),68163,02d89at43,198368249,Baden-Württemberg
Jülich Aachen Research Alliance (JARA),52425,02r0e4r58,198422191,Nordrhein-Westfalen
Internationale Hochschule SDI München,81379,0355d9b09,198523000,Bayern
Fachhochschule der Diakonie gGmbH,33617,,198526319,Nordrhein-Westfalen
SRH Hochschule für Gesundheit,07548,026kenw55,198528176,Thüringen
htk Hamburger Technische Kunsthochschule - Akademie für Gestaltung,20354,,198543494,Hamburg
SRH Hochschule Nordrhein-Westfalen Hamm,59065,,198618234,Nordrhein-Westfalen
Hochschule der Deutschen Bundesbank Hachenburg,57627,05fwp8t64,198619040,Rheinland-Pfalz
Hochschule für angewandtes Management,85737,038fwdn76,198620199,Bayern
Hochschule 21 Buxtehude,21614,00xdvw685,198800578,Niedersachsen
APOLLON Hochschule der Gesundheitswirtschaft Bremen,28359,04kzfg204,198800865,Bremen
Karlshochschule International University,76133,03yjyed28,199691380,Baden-Württemberg
Hamburg School of Business Administration - HSBA,20459,0560e8961,199693016,Hamburg
Institut für Energie und Kreislaufwirtschaft an der Hochschule Bremen GmbH,28199,,199752109,Bremen
accadis Hochschule Bad Homburg,61352,015a98c38,199841103,Hessen
Kühne Logistics University - The KLU Hamburg,20457,00z9cn431,201033753,Hamburg
Max-Planck-Institut für Steuerrecht und Öffentliche Finanzen,80539,03gj2cq31,201675416,Bayern
Ecologic Institut gGmbH,10717,04ejkkg63,202071606,Berlin
Kompetenzzentrum Wasser Berlin gGmbH,10709,056g65q42,202540176,Berlin
Internationale Psychoanalytische Universität Berlin (IPU),10555,00b6j6x40,202987722,Berlin
LVR-Institut für Landeskunde und Regionalgeschichte,53115,02rr12038,203517741,Nordrhein-Westfalen
IfM - Institut für Musikinstrumentenbau e.V.,08267,00njqng43,203855806,Sachsen
Institut für Palliative Care (ipac) e.V.,26121,04yx65w97,204152670,Niedersachsen
Interdisziplinäres Zentrum für Geistiges Eigentum an der Universität Mannheim e.V.,68131,,204190020,Baden-Württemberg
Institut für Molekulare Biologie gGmbH (IMB),55128,05kxtq558,204509671,Rheinland-Pfalz
International Union of Immunological Sciences (IUIS),10709,,206817549,Berlin
Institut für Energiewirtschaftsrecht,07743,,207631213,Thüringen
Curt-Engelhorn-Zentrum Archäometrie gGmbh,68159,02bsh9z73,208242424,Baden-Württemberg
Institut für forensische Molekulargenetik GmbH (IFMG GmbH),48282,0219e9162,208967347,Nordrhein-Westfalen
Junge Akademie,10117,,208991797,Berlin
Studienzentrum der Deutschen Gesellschaft für Chirurgie (SDGC),69120,,210536668,Baden-Württemberg
XLAB - Göttinger Experimentallabor für junge Leute e.V.,37077,,210682489,Niedersachsen
Evangelische Hochschule Tabor Marburg,35039,,210683679,Hessen
Akkon-Hochschule für Humanwissenschaften Berlin,12099,,210684844,Berlin
Hochschule der Deutschen Gesetzlichen Unfallversicherung (HGU),36251,,210685639,Hessen
Hochschule für öffentliche Verwaltung und Finanzen Ludwigsburg,71634,03gzxs418,210686425,Baden-Württemberg
"Provadis Hochschule, School of International Management and Technology",65926,01gm0md04,210750371,Hessen
Max-Planck-Institut für Struktur und Dynamik der Materie (MPSD),22761,0411b0f77,210851533,Hamburg
Hochschule für öffentliche Verwaltung Kehl,77694,01hqp1g48,210883408,Baden-Württemberg
Hochschule für Rechtspflege Schwetzingen,68723,048gb8814,210883602,Baden-Württemberg
Hochschule für den öffentlichen Dienst in Bayern,80538,01v7j8968,210884170,Bayern
Hochschule der Polizei des Landes Brandenburg,16503,05k17x772,210886277,Brandenburg
Fachhochschule für Finanzen Brandenburg,15711,00jvbme10,210886925,Brandenburg
Hochschule für Öffentliche Verwaltung (HfÖV) Bremen,28195,,210887277,Bremen
Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg,20535,,210893469,Hamburg
Hessische Hochschule für Finanzen und Rechtspflege,36199,035jc1316,210894291,Hessen
"Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege des Landes Mecklenburg-Vorpommern",18273,040dxjz28,210894754,Mecklenburg-Vorpommern
Norddeutsche Hochschule für Rechtspflege (HR Nord),31134,02743t710,210895204,Niedersachsen
Kommunale Hochschule für Verwaltung in Niedersachsen (HSVN),30169,,210904013,Niedersachsen
Fachhochschule für Rechtspflege Nordrhein-Westfalen,53902,02g11qe83,210904227,Nordrhein-Westfalen
Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen,45886,02qbcmz19,210904806,Nordrhein-Westfalen
Hochschule für Finanzen Rheinland-Pfalz,67480,05d6z1532,210905181,Rheinland-Pfalz
Hochschule für öffentliche Verwaltung Rheinland-Pfalz,56727,02nzadc54,210908338,Rheinland-Pfalz
Fachhochschule für Verwaltung des Saarlandes,66287,01eyhzm47,210908794,Saarland
Fachhochschule Polizei Sachsen-Anhalt,06449,04mvanw22,210909712,Sachsen-Anhalt
Fachhochschule für Verwaltung und Dienstleistung Altenholz,24161,003xt6d81,210910105,Schleswig-Holstein
Thüringer Verwaltungsfachhochschule,99854,,210910446,Thüringen
Psychologische Hochschule Berlin gGmbH (PHB),10179,02qchbs48,214752353,Berlin
TRON - Translationale Onkologie an der Universitätsmedizin der Johannes Gutenberg-Universität Mainz gGmbH,55131,04sz26p89,215029801,Rheinland-Pfalz
Institut für Anwendungstechnik Pulvermetallurgie und Keramik (IAPK),52062,,215476948,Nordrhein-Westfalen
Facility for Antiproton and Ion Research in Europe (FAIR GmbH),64291,053veeq82,215837464,Hessen
IGES Institut GmbH,10117,04qchsx62,216054257,Berlin
Institut für Sozialforschung und Sozialwirtschaft e.V. (iso),66117,024nzz449,216056740,Saarland
ALDEBARAN Marine Research & Broadcast,20459,00bkqxm79,216063547,Hamburg
Papiertechnische Stiftung (PTS),01809,020268t49,216070949,Sachsen
Institut für Pharmakologie und Toxikologie der Bundeswehr,80937,,216073001,Bayern
Wilhelm-Foerster-Sternwarte e.V. mit Planetarium am Insulaner,12169,,216077474,Berlin
Senckenberg Gesellschaft für Naturforschung (SGN),60325,00xmqmx64,216083606,Hessen
Institut für Arbeit und Technik - ifat - e.V.,20327,,216083745,Hamburg
Institut für angewandte Arbeitswissenschaft,40474,02bgfav21,216090079,Nordrhein-Westfalen
Materialprüfungsamt Nordrhein-Westfalen,44287,023yhem40,216091177,Nordrhein-Westfalen
Staatliche Lehr- und Versuchsanstalt für Wein- und Obstbau Weinsberg,74189,001qnfn06,216091182,Baden-Württemberg
Fraunhofer-Institut für Entwurfstechnik Mechatronik (IEM),33102,004nttc42,216344571,Nordrhein-Westfalen
Europa im Nahen Osten - Der Nahe Osten in Europa,14193,,216374388,Berlin
Fraunhofer-Institut für Angewandte und Integrierte Sicherheit (AISEC),85748,03w0bbr97,216612423,Bayern
International Audio Laboratories Erlangen,91058,02mkz3e80,218348088,Bayern
Reiner Lemoine Institut gGmbH,12489,03xvdbr49,218356546,Berlin
"Hugo-Wolf-Akademie für Gesang, Dichtung, Liedkunst e.V. Stuttgart",70174,,219868752,Baden-Württemberg
Fachhochschule für die Wirtschaft Hannover (FHDW),30173,03z6vda50,220269952,Niedersachsen
CEPRA - Center for Performance Research & Analytics,86159,,221539697,Bayern
"Kompetenzzentrum Öffentliche Wirtschaft, Infrastruktur und Daseinsvorsorge e.V.",04109,,222153277,Sachsen
Deutsches Zentrum für Lungenforschung,35392,03dx11k66,222640952,Hessen
Profil Institut für Stoffwechselforschung GmbH,41460,,223601890,Nordrhein-Westfalen
Heidelberg Institute for Stem Cell Technology  and Experimental Medicine gGmbH,69120,049yqqs33,225780797,Baden-Württemberg
Zentrum für Mechatronik und Automatisierungstechnik (ZeMA),66121,,225980128,Saarland
Dahlem Zentrum für Genomforschung und medizinische Systembiologie gGmbH,12489,,229965056,Berlin
fortiss GmbH -Landesforschungsinstitut des Freistaats Bayern für softwareintensive Systeme,80805,042x1tp92,229973748,Bayern
